,index,sample,eventcode,eventname
515,646,1120853,20,s2/t6
516,647,1121410,12,s1/t7
517,648,1121431,21,s2/t7
518,649,1122000,13,s1/t8
519,650,1122020,22,s2/t8
520,651,1122553,14,s1/t9
521,652,1122574,23,s2/t9
522,657,1128948,6,s1/t1
523,658,1129238,15,s2/t1
524,659,1129789,16,s2/t2
525,660,1129828,7,s1/t2
526,661,1130393,17,s2/t3
527,662,1130407,8,s1/t3
528,663,1130971,18,s2/t4
529,664,1131031,9,s1/t4
530,665,1131566,19,s2/t5
531,666,1131593,10,s1/t5
532,667,1132166,20,s2/t6
533,668,1132204,11,s1/t6
534,669,1132752,21,s2/t7
535,670,1132764,12,s1/t7
536,671,1133316,22,s2/t8
537,672,1133331,13,s1/t8
538,673,1133887,23,s2/t9
539,674,1133907,14,s1/t9
540,679,1139671,6,s1/t1
541,680,1139941,15,s2/t1
542,681,1140500,16,s2/t2
543,682,1140577,7,s1/t2
544,683,1141058,17,s2/t3
545,684,1141138,8,s1/t3
546,685,1141622,18,s2/t4
547,686,1141736,9,s1/t4
548,687,1142164,19,s2/t5
549,688,1142249,10,s1/t5
550,689,1142746,20,s2/t6
551,690,1142793,11,s1/t6
552,691,1143323,21,s2/t7
553,692,1143382,12,s1/t7
554,693,1143882,22,s2/t8
555,694,1143915,13,s1/t8
556,695,1144381,23,s2/t9
557,696,1144448,14,s1/t9
558,701,1150771,15,s2/t1
559,702,1150835,6,s1/t1
560,703,1151360,16,s2/t2
561,704,1151389,7,s1/t2
562,705,1151913,17,s2/t3
563,706,1151957,8,s1/t3
564,707,1152419,18,s2/t4
565,708,1152447,9,s1/t4
566,709,1152934,19,s2/t5
567,710,1152967,10,s1/t5
568,711,1153459,20,s2/t6
569,712,1153501,11,s1/t6
570,713,1153984,21,s2/t7
571,714,1153997,12,s1/t7
572,715,1154505,13,s1/t8
573,716,1154516,22,s2/t8
574,717,1154972,23,s2/t9
575,718,1155037,14,s1/t9
576,723,1161136,15,s2/t1
577,724,1161418,6,s1/t1
578,725,1161653,16,s2/t2
579,726,1161864,7,s1/t2
580,727,1162147,17,s2/t3
581,728,1162340,8,s1/t3
582,729,1162645,18,s2/t4
583,730,1162867,9,s1/t4
584,731,1163169,19,s2/t5
585,732,1163297,10,s1/t5
586,733,1163661,20,s2/t6
587,734,1163734,11,s1/t6
588,735,1164188,21,s2/t7
589,736,1164727,22,s2/t8
590,737,1165233,12,s1/t7
591,738,1165272,23,s2/t9
592,739,1165777,13,s1/t8
593,740,1166430,14,s1/t9
594,745,1172606,6,s1/t1
595,746,1173149,15,s2/t1
596,747,1173565,7,s1/t2
597,748,1173729,16,s2/t2
598,749,1174249,8,s1/t3
599,750,1174330,17,s2/t3
600,751,1174821,9,s1/t4
601,752,1174926,18,s2/t4
602,753,1175491,10,s1/t5
603,754,1175550,19,s2/t5
604,755,1176104,11,s1/t6
605,756,1176159,20,s2/t6
606,757,1176712,12,s1/t7
607,758,1176736,21,s2/t7
608,759,1177288,13,s1/t8
609,760,1177343,22,s2/t8
610,761,1177877,14,s1/t9
611,762,1177941,23,s2/t9
612,767,1183919,6,s1/t1
613,768,1184314,15,s2/t1
614,769,1184771,7,s1/t2
615,770,1184856,16,s2/t2
616,771,1185380,17,s2/t3
617,772,1185390,8,s1/t3
618,773,1185930,18,s2/t4
619,774,1185999,9,s1/t4
620,775,1186505,19,s2/t5
621,776,1186522,10,s1/t5
622,777,1187054,20,s2/t6
623,778,1187093,11,s1/t6
624,779,1187586,21,s2/t7
625,780,1187644,12,s1/t7
626,781,1188153,22,s2/t8
627,782,1188200,13,s1/t8
628,783,1188712,23,s2/t9
629,784,1188744,14,s1/t9
630,789,1195051,15,s2/t1
631,790,1195061,6,s1/t1
632,791,1195587,16,s2/t2
633,792,1195662,7,s1/t2
634,793,1196143,17,s2/t3
635,794,1196154,8,s1/t3
636,795,1196685,18,s2/t4
637,796,1196701,9,s1/t4
638,797,1197206,19,s2/t5
639,798,1197262,10,s1/t5
640,799,1197746,20,s2/t6
641,800,1197756,11,s1/t6
642,801,1198237,12,s1/t7
643,802,1198271,21,s2/t7
644,803,1198776,13,s1/t8
645,804,1198790,22,s2/t8
646,805,1199286,14,s1/t9
647,806,1199297,23,s2/t9
648,811,1205416,15,s2/t1
649,812,1205769,6,s1/t1
650,813,1205979,16,s2/t2
651,814,1206203,7,s1/t2
652,815,1206490,17,s2/t3
653,816,1206659,8,s1/t3
654,817,1206912,9,s1/t4
655,818,1207001,18,s2/t4
656,819,1207099,10,s1/t5
657,820,1207522,19,s2/t5
658,821,1207536,11,s1/t6
659,822,1208109,12,s1/t7
660,823,1208120,20,s2/t6
661,824,1208624,13,s1/t8
662,825,1208676,21,s2/t7
663,826,1209179,14,s1/t9
664,827,1209232,22,s2/t8
665,828,1209773,23,s2/t9
666,833,1216054,6,s1/t1
667,834,1216640,15,s2/t1
668,835,1217204,16,s2/t2
669,836,1217244,7,s1/t2
670,837,1217808,8,s1/t3
671,838,1217818,17,s2/t3
672,839,1218377,18,s2/t4
673,840,1218388,9,s1/t4
674,841,1218933,19,s2/t5
675,842,1218963,10,s1/t5
676,843,1219480,11,s1/t6
677,844,1219494,20,s2/t6
678,845,1220061,12,s1/t7
679,846,1220080,21,s2/t7
680,847,1220641,13,s1/t8
681,848,1220651,22,s2/t8
682,849,1221194,14,s1/t9
683,850,1221229,23,s2/t9
684,855,1227565,15,s2/t1
685,856,1227718,6,s1/t1
686,857,1228192,16,s2/t2
687,858,1228209,7,s1/t2
688,859,1228750,17,s2/t3
689,860,1228770,8,s1/t3
690,861,1229259,9,s1/t4
691,862,1229296,18,s2/t4
692,863,1229799,19,s2/t5
693,864,1229819,10,s1/t5
694,865,1230355,20,s2/t6
695,866,1230368,11,s1/t6
696,867,1230871,21,s2/t7
697,868,1230907,12,s1/t7
698,869,1231415,13,s1/t8
699,870,1231426,22,s2/t8
700,871,1231951,14,s1/t9
701,872,1231974,23,s2/t9
702,877,1238026,15,s2/t1
703,878,1238061,6,s1/t1
704,879,1238585,16,s2/t2
705,880,1238596,7,s1/t2
706,881,1239102,17,s2/t3
707,882,1239138,8,s1/t3
708,883,1239603,18,s2/t4
709,884,1239625,9,s1/t4
710,885,1240136,19,s2/t5
711,886,1240177,10,s1/t5
712,887,1240650,20,s2/t6
713,888,1240690,11,s1/t6
714,889,1241179,21,s2/t7
715,890,1241220,12,s1/t7
716,891,1241684,22,s2/t8
717,892,1241729,13,s1/t8
718,893,1242184,14,s1/t9
719,894,1242205,23,s2/t9
720,899,1249104,6,s1/t1
721,900,1249115,15,s2/t1
722,901,1249628,16,s2/t2
723,902,1249639,7,s1/t2
724,903,1250132,17,s2/t3
725,904,1250165,8,s1/t3
726,905,1250625,18,s2/t4
727,906,1250676,9,s1/t4
728,907,1251128,19,s2/t5
729,908,1251139,10,s1/t5
730,909,1251621,20,s2/t6
731,910,1251631,11,s1/t6
732,911,1252102,21,s2/t7
733,912,1252112,12,s1/t7
734,913,1252545,22,s2/t8
735,914,1252613,13,s1/t8
736,915,1253039,23,s2/t9
737,916,1253067,14,s1/t9
738,921,1259400,15,s2/t1
739,922,1259656,6,s1/t1
740,923,1259911,16,s2/t2
741,924,1260074,7,s1/t2
742,925,1260431,17,s2/t3
743,926,1260521,8,s1/t3
744,927,1260950,9,s1/t4
745,928,1260966,18,s2/t4
746,929,1261477,10,s1/t5
747,930,1261488,19,s2/t5
748,931,1262004,11,s1/t6
749,932,1262014,20,s2/t6
750,933,1262516,21,s2/t7
751,934,1262537,12,s1/t7
752,935,1263009,13,s1/t8
753,936,1263021,22,s2/t8
754,937,1263535,14,s1/t9
755,938,1263545,23,s2/t9
756,943,1270042,15,s2/t1
757,944,1270124,6,s1/t1
758,945,1270554,7,s1/t2
759,946,1270573,16,s2/t2
760,947,1271039,17,s2/t3
761,948,1271067,8,s1/t3
762,949,1271544,9,s1/t4
763,950,1271557,18,s2/t4
764,951,1272031,19,s2/t5
765,952,1272042,10,s1/t5
766,953,1272518,11,s1/t6
767,954,1272529,20,s2/t6
768,955,1273003,12,s1/t7
769,956,1273013,21,s2/t7
770,957,1273482,13,s1/t8
771,958,1273494,22,s2/t8
772,959,1273973,14,s1/t9
773,960,1273991,23,s2/t9
774,965,1280846,15,s2/t1
775,966,1280965,6,s1/t1
776,967,1281376,7,s1/t2
777,968,1281400,16,s2/t2
778,969,1281863,8,s1/t3
779,970,1281890,17,s2/t3
780,971,1282346,9,s1/t4
781,972,1282356,18,s2/t4
782,973,1282839,19,s2/t5
783,974,1282849,10,s1/t5
784,975,1283319,20,s2/t6
785,976,1283340,11,s1/t6
786,977,1283807,21,s2/t7
787,978,1283818,12,s1/t7
788,979,1284294,22,s2/t8
789,980,1284304,13,s1/t8
790,981,1284730,14,s1/t9
791,982,1284781,23,s2/t9
792,987,1291410,6,s1/t1
793,988,1291433,15,s2/t1
794,989,1291905,7,s1/t2
795,990,1291949,16,s2/t2
796,991,1292386,8,s1/t3
797,992,1292441,17,s2/t3
798,993,1292861,9,s1/t4
799,994,1292914,18,s2/t4
800,995,1293336,10,s1/t5
801,996,1293414,19,s2/t5
802,997,1293820,11,s1/t6
803,998,1293844,20,s2/t6
804,999,1294316,21,s2/t7
805,1000,1294327,12,s1/t7
806,1001,1294784,22,s2/t8
807,1002,1294794,13,s1/t8
808,1003,1295253,23,s2/t9
809,1004,1295287,14,s1/t9
810,1009,1301637,6,s1/t1
811,1010,1302000,15,s2/t1
812,1011,1302432,7,s1/t2
813,1012,1302517,16,s2/t2
814,1013,1302970,17,s2/t3
815,1014,1302980,8,s1/t3
816,1015,1303471,18,s2/t4
817,1016,1303481,9,s1/t4
818,1017,1303970,19,s2/t5
819,1018,1303981,10,s1/t5
820,1019,1304463,20,s2/t6
821,1020,1304474,11,s1/t6
822,1021,1304963,12,s1/t7
823,1022,1304973,21,s2/t7
824,1023,1305436,13,s1/t8
825,1024,1305462,22,s2/t8
826,1025,1305917,14,s1/t9
827,1026,1305928,23,s2/t9
828,1031,1312002,15,s2/t1
829,1032,1312368,6,s1/t1
830,1033,1312519,16,s2/t2
831,1034,1312942,7,s1/t2
832,1035,1312996,17,s2/t3
833,1036,1313439,8,s1/t3
834,1037,1313504,18,s2/t4
835,1038,1313955,9,s1/t4
836,1039,1313996,19,s2/t5
837,1040,1314446,10,s1/t5
838,1041,1314488,20,s2/t6
839,1042,1314966,11,s1/t6
840,1043,1314979,21,s2/t7
841,1044,1315448,12,s1/t7
842,1045,1315480,22,s2/t8
843,1046,1315945,13,s1/t8
844,1047,1315991,23,s2/t9
845,1048,1316417,14,s1/t9
846,1053,1322382,15,s2/t1
847,1054,1322618,6,s1/t1
848,1055,1322896,16,s2/t2
849,1056,1323027,7,s1/t2
850,1057,1323383,8,s1/t3
851,1058,1323416,17,s2/t3
852,1059,1323924,9,s1/t4
853,1060,1323934,18,s2/t4
854,1061,1324419,10,s1/t5
855,1062,1324450,19,s2/t5
856,1063,1324940,11,s1/t6
857,1064,1324970,20,s2/t6
858,1065,1325457,12,s1/t7
859,1066,1325489,21,s2/t7
860,1067,1325976,13,s1/t8
861,1068,1325987,22,s2/t8
862,1069,1326471,23,s2/t9
863,1070,1326482,14,s1/t9
864,1075,1332244,6,s1/t1
865,1076,1332526,15,s2/t1
866,1077,1333009,7,s1/t2
867,1078,1333045,16,s2/t2
868,1079,1333550,8,s1/t3
869,1080,1333565,17,s2/t3
870,1081,1334020,18,s2/t4
871,1082,1334073,9,s1/t4
872,1083,1334513,19,s2/t5
873,1084,1334583,10,s1/t5
874,1085,1335040,20,s2/t6
875,1086,1335086,11,s1/t6
876,1087,1335536,21,s2/t7
877,1088,1335567,12,s1/t7
878,1089,1336039,13,s1/t8
879,1090,1336049,22,s2/t8
880,1091,1336541,14,s1/t9
881,1092,1336552,23,s2/t9
882,1097,1343071,6,s1/t1
883,1098,1343145,15,s2/t1
884,1099,1343611,7,s1/t2
885,1100,1343645,16,s2/t2
886,1101,1344103,8,s1/t3
887,1102,1344135,17,s2/t3
888,1103,1344602,9,s1/t4
889,1104,1344626,18,s2/t4
890,1105,1345108,10,s1/t5
891,1106,1345125,19,s2/t5
892,1107,1345629,11,s1/t6
893,1108,1345645,20,s2/t6
894,1109,1346128,21,s2/t7
895,1110,1346139,12,s1/t7
896,1111,1346637,13,s1/t8
897,1112,1346655,22,s2/t8
898,1113,1347124,23,s2/t9
899,1114,1347134,14,s1/t9
900,1122,1362222,15,s2/t1
901,1123,1362321,6,s1/t1
902,1124,1362737,7,s1/t2
903,1125,1362774,16,s2/t2
904,1126,1363236,8,s1/t3
905,1127,1363259,17,s2/t3
906,1128,1363715,9,s1/t4
907,1129,1363760,18,s2/t4
908,1130,1364236,10,s1/t5
909,1131,1364267,19,s2/t5
910,1132,1364735,11,s1/t6
911,1133,1364768,20,s2/t6
912,1134,1365217,12,s1/t7
913,1135,1365246,21,s2/t7
914,1136,1365716,13,s1/t8
915,1137,1365732,22,s2/t8
916,1138,1366230,23,s2/t9
917,1139,1366241,14,s1/t9
918,1144,1372308,6,s1/t1
919,1145,1372471,15,s2/t1
920,1146,1372948,7,s1/t2
921,1147,1372977,16,s2/t2
922,1148,1373459,17,s2/t3
923,1149,1373488,8,s1/t3
924,1150,1373968,18,s2/t4
925,1151,1373978,9,s1/t4
926,1152,1374471,10,s1/t5
927,1153,1374482,19,s2/t5
928,1154,1374980,20,s2/t6
929,1155,1374991,11,s1/t6
930,1156,1375490,21,s2/t7
931,1157,1375501,12,s1/t7
932,1158,1375976,13,s1/t8
933,1159,1375996,22,s2/t8
934,1160,1376437,23,s2/t9
935,1161,1376498,14,s1/t9
936,1166,1382419,6,s1/t1
937,1167,1382855,15,s2/t1
938,1168,1383318,7,s1/t2
939,1169,1383329,16,s2/t2
940,1170,1383795,17,s2/t3
941,1171,1383849,8,s1/t3
942,1172,1384273,18,s2/t4
943,1173,1384309,9,s1/t4
944,1174,1384770,19,s2/t5
945,1175,1384780,10,s1/t5
946,1176,1385242,20,s2/t6
947,1177,1385257,11,s1/t6
948,1178,1385723,21,s2/t7
949,1179,1385734,12,s1/t7
950,1180,1386209,13,s1/t8
951,1181,1386235,22,s2/t8
952,1182,1386654,23,s2/t9
953,1183,1386687,14,s1/t9
954,1188,1392691,15,s2/t1
955,1189,1392950,6,s1/t1
956,1190,1393210,16,s2/t2
957,1191,1393352,7,s1/t2
958,1192,1393728,17,s2/t3
959,1193,1393749,8,s1/t3
960,1194,1394228,18,s2/t4
961,1195,1394242,9,s1/t4
962,1196,1394697,10,s1/t5
963,1197,1394726,19,s2/t5
964,1198,1395198,11,s1/t6
965,1199,1395208,20,s2/t6
966,1200,1395681,12,s1/t7
967,1201,1395710,21,s2/t7
968,1202,1396189,13,s1/t8
969,1203,1396209,22,s2/t8
970,1204,1396663,14,s1/t9
971,1205,1396731,23,s2/t9
972,1210,1402666,6,s1/t1
973,1211,1402702,15,s2/t1
974,1212,1403166,7,s1/t2
975,1213,1403217,16,s2/t2
976,1214,1403660,8,s1/t3
977,1215,1403693,17,s2/t3
978,1216,1404142,9,s1/t4
979,1217,1404185,18,s2/t4
980,1218,1404612,10,s1/t5
981,1219,1404632,19,s2/t5
982,1220,1405098,20,s2/t6
983,1221,1405108,11,s1/t6
984,1222,1405570,21,s2/t7
985,1223,1405581,12,s1/t7
986,1224,1406051,22,s2/t8
987,1225,1406062,13,s1/t8
988,1226,1406507,14,s1/t9
989,1227,1406517,23,s2/t9
990,1232,1412336,15,s2/t1
991,1233,1412610,6,s1/t1
992,1234,1412875,16,s2/t2
993,1235,1413000,7,s1/t2
994,1236,1413361,17,s2/t3
995,1237,1413420,8,s1/t3
996,1238,1413865,18,s2/t4
997,1239,1413875,9,s1/t4
998,1240,1414322,10,s1/t5
999,1241,1414368,19,s2/t5
1000,1242,1414800,11,s1/t6
1001,1243,1414822,20,s2/t6
1002,1244,1415280,12,s1/t7
1003,1245,1415291,21,s2/t7
1004,1246,1415755,13,s1/t8
1005,1247,1415766,22,s2/t8
1006,1248,1416212,14,s1/t9
1007,1249,1416233,23,s2/t9
1008,1254,1422555,15,s2/t1
1009,1255,1422566,6,s1/t1
1010,1256,1423035,16,s2/t2
1011,1257,1423045,7,s1/t2
1012,1258,1423521,8,s1/t3
1013,1259,1423531,17,s2/t3
1014,1260,1423981,9,s1/t4
1015,1261,1424002,18,s2/t4
1016,1262,1424448,10,s1/t5
1017,1263,1424463,19,s2/t5
1018,1264,1424919,11,s1/t6
1019,1265,1424960,20,s2/t6
1020,1266,1425394,12,s1/t7
1021,1267,1425404,21,s2/t7
1022,1268,1425871,13,s1/t8
1023,1269,1425894,22,s2/t8
1024,1270,1426349,14,s1/t9
1025,1271,1426373,23,s2/t9
1026,1276,1432295,15,s2/t1
1027,1277,1432545,6,s1/t1
1028,1278,1432816,16,s2/t2
1029,1279,1432920,7,s1/t2
1030,1280,1433290,8,s1/t3
1031,1281,1433300,17,s2/t3
1032,1282,1433759,9,s1/t4
1033,1283,1433798,18,s2/t4
1034,1284,1434227,10,s1/t5
1035,1285,1434275,19,s2/t5
1036,1286,1434715,11,s1/t6
1037,1287,1434766,20,s2/t6
1038,1288,1435199,12,s1/t7
1039,1289,1435232,21,s2/t7
1040,1290,1435676,13,s1/t8
1041,1291,1435710,22,s2/t8
1042,1292,1436155,14,s1/t9
1043,1293,1436186,23,s2/t9
1044,1298,1442543,15,s2/t1
1045,1299,1442707,6,s1/t1
1046,1300,1443018,16,s2/t2
1047,1301,1443062,7,s1/t2
1048,1302,1443478,8,s1/t3
1049,1303,1443488,17,s2/t3
1050,1304,1443914,9,s1/t4
1051,1305,1443962,18,s2/t4
1052,1306,1444374,10,s1/t5
1053,1307,1444412,19,s2/t5
1054,1308,1444847,11,s1/t6
1055,1309,1444903,20,s2/t6
1056,1310,1445347,21,s2/t7
1057,1311,1445361,12,s1/t7
1058,1312,1445798,22,s2/t8
1059,1313,1445827,13,s1/t8
1060,1314,1446253,14,s1/t9
1061,1315,1446263,23,s2/t9
1062,1320,1452639,15,s2/t1
1063,1321,1452732,6,s1/t1
1064,1322,1453130,16,s2/t2
1065,1323,1453141,7,s1/t2
1066,1324,1453590,17,s2/t3
1067,1325,1453615,8,s1/t3
1068,1326,1454059,18,s2/t4
1069,1327,1454074,9,s1/t4
1070,1328,1454531,19,s2/t5
1071,1329,1454542,10,s1/t5
1072,1330,1454971,20,s2/t6
1073,1331,1455004,11,s1/t6
1074,1332,1455436,21,s2/t7
1075,1333,1455454,12,s1/t7
1076,1334,1455860,22,s2/t8
1077,1335,1455916,13,s1/t8
1078,1336,1456281,23,s2/t9
1079,1337,1456402,14,s1/t9
1080,1342,1462137,15,s2/t1
1081,1343,1462273,6,s1/t1
1082,1344,1462648,16,s2/t2
1083,1345,1462663,7,s1/t2
1084,1346,1463093,17,s2/t3
1085,1347,1463104,8,s1/t3
1086,1348,1463546,9,s1/t4
1087,1349,1463569,18,s2/t4
1088,1350,1464007,10,s1/t5
1089,1351,1464051,19,s2/t5
1090,1352,1464483,11,s1/t6
1091,1353,1464519,20,s2/t6
1092,1354,1464949,12,s1/t7
1093,1355,1464991,21,s2/t7
1094,1356,1465398,13,s1/t8
1095,1357,1465427,22,s2/t8
1096,1358,1465846,23,s2/t9
1097,1359,1465871,14,s1/t9
1098,1364,1471983,15,s2/t1
1099,1365,1472064,6,s1/t1
1100,1366,1472459,16,s2/t2
1101,1367,1472504,7,s1/t2
1102,1368,1472925,8,s1/t3
1103,1369,1472936,17,s2/t3
1104,1370,1473374,18,s2/t4
1105,1371,1473393,9,s1/t4
1106,1372,1473823,19,s2/t5
1107,1373,1473833,10,s1/t5
1108,1374,1474256,20,s2/t6
1109,1375,1474267,11,s1/t6
1110,1376,1474677,21,s2/t7
1111,1377,1474707,12,s1/t7
1112,1378,1475107,22,s2/t8
1113,1379,1475142,13,s1/t8
1114,1380,1475558,14,s1/t9
1115,1381,1475568,23,s2/t9
1116,1386,1482117,6,s1/t1
1117,1387,1482548,15,s2/t1
1118,1388,1482989,7,s1/t2
1119,1389,1483024,16,s2/t2
1120,1390,1483467,17,s2/t3
1121,1391,1483499,8,s1/t3
1122,1392,1483928,9,s1/t4
1123,1393,1483964,18,s2/t4
1124,1394,1484415,10,s1/t5
1125,1395,1484430,19,s2/t5
1126,1396,1484883,11,s1/t6
1127,1397,1484900,20,s2/t6
1128,1398,1485345,12,s1/t7
1129,1399,1485364,21,s2/t7
1130,1400,1485809,13,s1/t8
1131,1401,1485845,22,s2/t8
1132,1402,1486257,14,s1/t9
1133,1403,1486304,23,s2/t9
1134,1408,1492747,6,s1/t1
1135,1409,1493245,15,s2/t1
1136,1410,1493725,7,s1/t2
1137,1411,1493736,16,s2/t2
1138,1412,1494233,17,s2/t3
1139,1413,1494262,8,s1/t3
1140,1414,1494755,18,s2/t4
1141,1415,1494766,9,s1/t4
1142,1416,1495262,10,s1/t5
1143,1417,1495284,19,s2/t5
1144,1418,1495735,11,s1/t6
1145,1419,1495797,20,s2/t6
1146,1420,1496257,12,s1/t7
1147,1421,1496304,21,s2/t7
1148,1422,1496741,13,s1/t8
1149,1423,1496815,22,s2/t8
1150,1424,1497225,14,s1/t9
1151,1425,1497244,23,s2/t9
1152,1430,1503246,15,s2/t1
1153,1431,1503607,6,s1/t1
1154,1432,1503760,16,s2/t2
1155,1433,1504177,7,s1/t2
1156,1434,1504224,17,s2/t3
1157,1435,1504709,8,s1/t3
1158,1436,1504763,18,s2/t4
1159,1437,1505161,9,s1/t4
1160,1438,1505230,19,s2/t5
1161,1439,1505693,10,s1/t5
1162,1440,1505703,20,s2/t6
1163,1441,1506202,11,s1/t6
1164,1442,1506251,21,s2/t7
1165,1443,1506667,12,s1/t7
1166,1444,1506725,22,s2/t8
1167,1445,1507156,13,s1/t8
1168,1446,1507224,23,s2/t9
1169,1447,1508436,14,s1/t9
1170,1452,1514823,15,s2/t1
1171,1453,1514928,6,s1/t1
1172,1454,1515354,7,s1/t2
1173,1455,1515405,16,s2/t2
1174,1456,1515828,8,s1/t3
1175,1457,1515905,17,s2/t3
1176,1458,1516281,9,s1/t4
1177,1459,1516367,18,s2/t4
1178,1460,1516779,10,s1/t5
1179,1461,1516842,19,s2/t5
1180,1462,1517254,11,s1/t6
1181,1463,1517337,20,s2/t6
1182,1464,1517754,12,s1/t7
1183,1465,1517787,21,s2/t7
1184,1466,1518223,13,s1/t8
1185,1467,1518290,22,s2/t8
1186,1468,1518696,14,s1/t9
1187,1469,1518732,23,s2/t9
1188,1474,1525311,6,s1/t1
1189,1475,1525638,15,s2/t1
1190,1476,1526095,16,s2/t2
1191,1477,1526106,7,s1/t2
1192,1478,1526587,8,s1/t3
1193,1479,1526597,17,s2/t3
1194,1480,1527046,9,s1/t4
1195,1481,1527078,18,s2/t4
1196,1482,1527515,10,s1/t5
1197,1483,1527548,19,s2/t5
1198,1484,1527965,11,s1/t6
1199,1485,1528001,20,s2/t6
1200,1486,1528423,12,s1/t7
1201,1487,1528452,21,s2/t7
1202,1488,1528865,13,s1/t8
1203,1489,1528875,22,s2/t8
1204,1490,1529309,23,s2/t9
1205,1491,1529321,14,s1/t9
1206,1496,1535448,15,s2/t1
1207,1497,1535700,6,s1/t1
1208,1498,1535933,16,s2/t2
1209,1499,1536129,7,s1/t2
1210,1500,1536376,17,s2/t3
1211,1501,1536598,8,s1/t3
1212,1502,1536855,18,s2/t4
1213,1503,1537290,19,s2/t5
1214,1504,1537324,9,s1/t4
1215,1505,1537802,10,s1/t5
1216,1506,1537813,20,s2/t6
1217,1507,1538273,11,s1/t6
1218,1508,1538311,21,s2/t7
1219,1509,1538749,12,s1/t7
1220,1510,1538802,22,s2/t8
1221,1511,1539215,13,s1/t8
1222,1512,1539294,23,s2/t9
1223,1513,1539677,14,s1/t9
1224,1518,1545552,15,s2/t1
1225,1519,1545796,6,s1/t1
1226,1520,1546084,16,s2/t2
1227,1521,1546159,7,s1/t2
1228,1522,1546572,8,s1/t3
1229,1523,1546597,17,s2/t3
1230,1524,1547061,9,s1/t4
1231,1525,1547095,18,s2/t4
1232,1526,1547532,10,s1/t5
1233,1527,1547632,19,s2/t5
1234,1528,1548040,11,s1/t6
1235,1529,1548139,20,s2/t6
1236,1530,1548572,12,s1/t7
1237,1531,1548645,21,s2/t7
1238,1532,1549061,13,s1/t8
1239,1533,1549189,22,s2/t8
1240,1534,1549549,14,s1/t9
1241,1535,1549767,23,s2/t9
1242,1540,1555599,6,s1/t1
1243,1541,1555938,15,s2/t1
1244,1542,1556395,7,s1/t2
1245,1543,1556492,16,s2/t2
1246,1544,1556985,8,s1/t3
1247,1545,1557108,17,s2/t3
1248,1546,1557646,18,s2/t4
1249,1547,1557684,9,s1/t4
1250,1548,1558226,10,s1/t5
1251,1549,1558253,19,s2/t5
1252,1550,1558738,11,s1/t6
1253,1551,1558834,20,s2/t6
1254,1552,1559299,12,s1/t7
1255,1553,1559360,21,s2/t7
1256,1554,1559844,13,s1/t8
1257,1555,1559891,22,s2/t8
1258,1556,1560367,14,s1/t9
1259,1557,1560422,23,s2/t9
1260,1562,1566770,15,s2/t1
1261,1563,1566962,6,s1/t1
1262,1564,1567775,7,s1/t2
1263,1565,1567841,16,s2/t2
1264,1566,1568307,8,s1/t3
1265,1567,1568357,17,s2/t3
1266,1568,1568801,9,s1/t4
1267,1569,1568843,18,s2/t4
1268,1570,1569279,10,s1/t5
1269,1571,1569319,19,s2/t5
1270,1572,1569762,11,s1/t6
1271,1573,1569794,20,s2/t6
1272,1574,1570252,12,s1/t7
1273,1575,1570264,21,s2/t7
1274,1576,1570730,13,s1/t8
1275,1577,1570740,22,s2/t8
1276,1578,1571186,23,s2/t9
1277,1579,1571197,14,s1/t9
1278,1584,1577085,15,s2/t1
1279,1585,1577131,6,s1/t1
1280,1586,1577566,16,s2/t2
1281,1587,1577585,7,s1/t2
1282,1588,1578064,8,s1/t3
1283,1589,1578075,17,s2/t3
1284,1590,1578539,9,s1/t4
1285,1591,1578554,18,s2/t4
1286,1592,1579021,10,s1/t5
1287,1593,1579056,19,s2/t5
1288,1594,1579499,11,s1/t6
1289,1595,1579528,20,s2/t6
1290,1596,1579983,12,s1/t7
1291,1597,1580016,21,s2/t7
1292,1598,1580452,13,s1/t8
1293,1599,1580504,22,s2/t8
1294,1600,1580940,14,s1/t9
1295,1601,1580975,23,s2/t9
1296,1606,1587262,15,s2/t1
1297,1607,1587495,6,s1/t1
1298,1608,1587805,16,s2/t2
1299,1609,1587871,7,s1/t2
1300,1610,1588307,8,s1/t3
1301,1611,1588378,17,s2/t3
1302,1612,1588776,9,s1/t4
1303,1613,1588877,18,s2/t4
1304,1614,1589292,10,s1/t5
1305,1615,1589362,19,s2/t5
1306,1616,1589804,11,s1/t6
1307,1617,1589867,20,s2/t6
1308,1618,1590289,12,s1/t7
1309,1619,1590349,21,s2/t7
1310,1620,1590806,13,s1/t8
1311,1621,1590843,22,s2/t8
1312,1622,1591257,14,s1/t9
1313,1623,1591317,23,s2/t9
1314,1628,1597316,6,s1/t1
1315,1629,1597455,15,s2/t1
1316,1630,1597894,7,s1/t2
1317,1631,1597925,16,s2/t2
1318,1632,1598387,8,s1/t3
1319,1633,1598409,17,s2/t3
1320,1634,1598852,18,s2/t4
1321,1635,1598879,9,s1/t4
1322,1636,1599314,10,s1/t5
1323,1637,1599324,19,s2/t5
1324,1638,1599791,20,s2/t6
1325,1639,1599802,11,s1/t6
1326,1640,1600256,12,s1/t7
1327,1641,1600266,21,s2/t7
1328,1642,1600724,22,s2/t8
1329,1643,1600734,13,s1/t8
1330,1644,1601171,14,s1/t9
1331,1645,1601202,23,s2/t9
1332,1650,1608007,6,s1/t1
1333,1651,1608268,15,s2/t1
1334,1652,1608751,16,s2/t2
