,index,sample,eventcode,eventname
2111,2607,2255057,17,s2/t3
2112,2608,2255068,8,s1/t3
2113,2609,2255532,9,s1/t4
2114,2610,2255543,18,s2/t4
2115,2611,2256000,10,s1/t5
2116,2612,2256010,19,s2/t5
2117,2613,2256459,11,s1/t6
2118,2614,2256485,20,s2/t6
2119,2615,2256915,12,s1/t7
2120,2616,2256957,21,s2/t7
2121,2617,2257390,13,s1/t8
2122,2618,2257417,22,s2/t8
2123,2619,2257834,14,s1/t9
2124,2620,2257866,23,s2/t9
2125,2625,2264024,15,s2/t1
2126,2626,2264268,6,s1/t1
2127,2627,2264519,16,s2/t2
2128,2628,2264696,7,s1/t2
2129,2629,2264989,17,s2/t3
2130,2630,2265086,8,s1/t3
2131,2631,2265478,9,s1/t4
2132,2632,2265489,18,s2/t4
2133,2633,2265953,10,s1/t5
2134,2634,2265964,19,s2/t5
2135,2635,2266400,11,s1/t6
2136,2636,2266432,20,s2/t6
2137,2637,2266884,12,s1/t7
2138,2638,2266901,21,s2/t7
2139,2639,2267338,13,s1/t8
2140,2640,2267386,22,s2/t8
2141,2641,2267795,14,s1/t9
2142,2642,2267846,23,s2/t9
2143,2647,2273843,15,s2/t1
2144,2648,2274111,6,s1/t1
2145,2649,2274364,16,s2/t2
2146,2650,2274457,7,s1/t2
2147,2651,2274847,8,s1/t3
2148,2652,2274883,17,s2/t3
2149,2653,2275331,9,s1/t4
2150,2654,2275351,18,s2/t4
2151,2655,2275816,10,s1/t5
2152,2656,2275850,19,s2/t5
2153,2657,2276308,11,s1/t6
2154,2658,2276350,20,s2/t6
2155,2659,2276773,12,s1/t7
2156,2660,2276869,21,s2/t7
2157,2661,2277273,13,s1/t8
2158,2662,2277365,22,s2/t8
2159,2663,2277768,14,s1/t9
2160,2664,2277829,23,s2/t9
2161,2669,2284212,6,s1/t1
2162,2670,2284504,15,s2/t1
2163,2671,2284956,7,s1/t2
2164,2672,2284977,16,s2/t2
2165,2673,2285476,8,s1/t3
2166,2674,2285498,17,s2/t3
2167,2675,2285960,9,s1/t4
2168,2676,2285987,18,s2/t4
2169,2677,2286435,10,s1/t5
2170,2678,2286459,19,s2/t5
2171,2679,2286914,11,s1/t6
2172,2680,2286949,20,s2/t6
2173,2681,2287425,12,s1/t7
2174,2682,2287448,21,s2/t7
2175,2683,2287891,13,s1/t8
2176,2684,2287961,22,s2/t8
2177,2685,2288372,14,s1/t9
2178,2686,2288452,23,s2/t9
2179,2691,2294617,6,s1/t1
2180,2692,2294948,15,s2/t1
2181,2693,2295377,7,s1/t2
2182,2694,2295475,16,s2/t2
2183,2695,2295945,8,s1/t3
2184,2696,2295977,17,s2/t3
2185,2697,2296428,9,s1/t4
2186,2698,2296494,18,s2/t4
2187,2699,2296921,10,s1/t5
2188,2700,2296978,19,s2/t5
2189,2701,2297467,11,s1/t6
2190,2702,2297478,20,s2/t6
2191,2703,2297981,12,s1/t7
2192,2704,2297992,21,s2/t7
2193,2705,2298481,13,s1/t8
2194,2706,2298501,22,s2/t8
2195,2707,2299016,14,s1/t9
2196,2708,2299027,23,s2/t9
2197,2713,2305435,15,s2/t1
2198,2714,2305511,6,s1/t1
2199,2715,2305937,7,s1/t2
2200,2716,2306007,16,s2/t2
2201,2717,2306410,8,s1/t3
2202,2718,2306510,17,s2/t3
2203,2719,2306925,9,s1/t4
2204,2720,2306975,18,s2/t4
2205,2721,2307414,10,s1/t5
2206,2722,2307471,19,s2/t5
2207,2723,2307908,11,s1/t6
2208,2724,2307952,20,s2/t6
2209,2725,2307962,16,s2/t2
2210,2726,2308384,12,s1/t7
2211,2727,2308404,21,s2/t7
2212,2728,2308851,13,s1/t8
2213,2729,2308862,22,s2/t8
2214,2730,2309305,14,s1/t9
2215,2731,2309330,23,s2/t9
2216,2736,2315898,15,s2/t1
2217,2737,2316316,6,s1/t1
2218,2738,2316413,16,s2/t2
2219,2739,2316880,17,s2/t3
2220,2740,2316890,7,s1/t2
2221,2741,2317369,18,s2/t4
2222,2742,2317380,8,s1/t3
2223,2743,2317841,19,s2/t5
2224,2744,2317881,9,s1/t4
2225,2745,2318312,10,s1/t5
2226,2746,2318323,20,s2/t6
2227,2747,2318782,21,s2/t7
2228,2748,2318799,11,s1/t6
2229,2749,2319252,22,s2/t8
2230,2750,2319263,12,s1/t7
2231,2751,2319731,23,s2/t9
2232,2752,2319750,13,s1/t8
2233,2753,2320202,14,s1/t9
2234,2758,2326532,6,s1/t1
2235,2759,2326897,15,s2/t1
2236,2760,2327307,7,s1/t2
2237,2761,2327415,16,s2/t2
2238,2762,2327884,8,s1/t3
2239,2763,2327915,17,s2/t3
2240,2764,2328385,9,s1/t4
2241,2765,2328426,18,s2/t4
2242,2766,2328900,10,s1/t5
2243,2767,2328911,19,s2/t5
2244,2768,2329383,11,s1/t6
2245,2769,2329404,20,s2/t6
2246,2770,2329855,12,s1/t7
2247,2771,2329895,21,s2/t7
2248,2772,2330341,13,s1/t8
2249,2773,2330355,22,s2/t8
2250,2774,2330809,14,s1/t9
2251,2775,2330830,23,s2/t9
2252,2783,2345310,6,s1/t1
2253,2784,2345409,15,s2/t1
2254,2785,2345880,7,s1/t2
2255,2786,2345891,16,s2/t2
2256,2787,2346353,17,s2/t3
2257,2788,2346364,8,s1/t3
2258,2789,2346821,9,s1/t4
2259,2790,2346831,18,s2/t4
2260,2791,2347280,10,s1/t5
2261,2792,2347311,19,s2/t5
2262,2793,2347761,11,s1/t6
2263,2794,2347773,20,s2/t6
2264,2795,2348211,12,s1/t7
2265,2796,2348228,21,s2/t7
2266,2797,2348684,13,s1/t8
2267,2798,2348694,22,s2/t8
2268,2799,2349135,14,s1/t9
2269,2800,2349154,23,s2/t9
2270,2805,2355187,15,s2/t1
2271,2806,2355198,6,s1/t1
2272,2807,2355540,16,s2/t2
2273,2808,2355768,7,s1/t2
2274,2809,2355976,17,s2/t3
2275,2810,2356434,18,s2/t4
2276,2811,2356474,8,s1/t3
2277,2812,2356939,9,s1/t4
2278,2813,2357023,19,s2/t5
2279,2814,2357465,10,s1/t5
2280,2815,2357534,20,s2/t6
2281,2816,2357979,11,s1/t6
2282,2817,2358052,21,s2/t7
2283,2818,2358504,12,s1/t7
2284,2819,2358605,22,s2/t8
2285,2820,2359033,13,s1/t8
2286,2821,2359151,23,s2/t9
2287,2822,2359545,14,s1/t9
2288,2827,2365745,15,s2/t1
2289,2828,2365848,6,s1/t1
2290,2829,2366281,7,s1/t2
2291,2830,2366400,16,s2/t2
2292,2831,2366924,8,s1/t3
2293,2832,2366950,17,s2/t3
2294,2833,2367476,9,s1/t4
2295,2834,2367527,18,s2/t4
2296,2835,2367969,10,s1/t5
2297,2836,2368061,19,s2/t5
2298,2837,2368477,11,s1/t6
2299,2838,2368608,20,s2/t6
2300,2839,2369140,21,s2/t7
2301,2840,2369150,12,s1/t7
2302,2841,2369695,13,s1/t8
2303,2842,2369728,22,s2/t8
2304,2843,2370302,14,s1/t9
2305,2844,2370314,23,s2/t9
2306,2849,2376400,15,s2/t1
2307,2850,2376691,6,s1/t1
2308,2851,2376992,16,s2/t2
2309,2852,2377122,7,s1/t2
2310,2853,2377485,8,s1/t3
2311,2854,2377547,17,s2/t3
2312,2855,2378015,9,s1/t4
2313,2856,2378081,18,s2/t4
2314,2857,2378520,10,s1/t5
2315,2858,2378640,19,s2/t5
2316,2859,2379121,11,s1/t6
2317,2860,2379168,20,s2/t6
2318,2861,2379624,12,s1/t7
2319,2862,2379719,21,s2/t7
2320,2863,2380203,13,s1/t8
2321,2864,2380247,22,s2/t8
2322,2865,2380785,14,s1/t9
2323,2866,2380808,23,s2/t9
2324,2871,2387083,6,s1/t1
2325,2872,2387250,15,s2/t1
2326,2873,2387708,7,s1/t2
2327,2874,2387730,16,s2/t2
2328,2875,2388255,8,s1/t3
2329,2876,2388266,17,s2/t3
2330,2877,2388755,9,s1/t4
2331,2878,2388779,18,s2/t4
2332,2879,2389259,10,s1/t5
2333,2880,2389299,19,s2/t5
2334,2881,2389770,11,s1/t6
2335,2882,2389782,20,s2/t6
2336,2883,2390296,21,s2/t7
2337,2884,2390321,12,s1/t7
2338,2885,2390789,13,s1/t8
2339,2886,2390813,22,s2/t8
2340,2887,2391307,14,s1/t9
2341,2888,2391337,23,s2/t9
2342,2893,2397556,6,s1/t1
2343,2894,2397992,15,s2/t1
2344,2895,2398489,7,s1/t2
2345,2896,2398520,16,s2/t2
2346,2897,2399019,8,s1/t3
2347,2898,2399036,17,s2/t3
2348,2899,2399530,9,s1/t4
2349,2900,2399566,18,s2/t4
2350,2901,2400053,19,s2/t5
2351,2902,2400067,10,s1/t5
2352,2903,2400566,11,s1/t6
2353,2904,2400599,20,s2/t6
2354,2905,2401072,12,s1/t7
2355,2906,2401104,21,s2/t7
2356,2907,2401577,13,s1/t8
2357,2908,2401617,22,s2/t8
2358,2909,2402077,14,s1/t9
2359,2910,2402133,23,s2/t9
2360,2915,2408609,15,s2/t1
2361,2916,2408734,6,s1/t1
2362,2917,2409136,7,s1/t2
2363,2918,2409211,16,s2/t2
2364,2919,2409635,8,s1/t3
2365,2920,2409709,17,s2/t3
2366,2921,2410147,9,s1/t4
2367,2922,2410181,18,s2/t4
2368,2923,2410645,10,s1/t5
2369,2924,2410695,19,s2/t5
2370,2925,2411129,11,s1/t6
2371,2926,2411180,20,s2/t6
2372,2927,2411603,12,s1/t7
2373,2928,2411646,21,s2/t7
2374,2929,2412046,13,s1/t8
2375,2930,2412120,22,s2/t8
2376,2931,2412521,14,s1/t9
2377,2932,2412595,23,s2/t9
2378,2937,2418379,6,s1/t1
2379,2938,2418607,15,s2/t1
2380,2939,2419081,16,s2/t2
2381,2940,2419112,7,s1/t2
2382,2941,2419589,8,s1/t3
2383,2942,2419600,17,s2/t3
2384,2943,2420091,9,s1/t4
2385,2944,2420102,18,s2/t4
2386,2945,2420569,10,s1/t5
2387,2946,2420580,19,s2/t5
2388,2947,2421033,11,s1/t6
2389,2948,2421073,20,s2/t6
2390,2949,2421493,12,s1/t7
2391,2950,2421550,21,s2/t7
2392,2951,2421977,13,s1/t8
2393,2952,2422036,22,s2/t8
2394,2953,2422486,14,s1/t9
2395,2954,2422512,23,s2/t9
2396,2959,2428796,15,s2/t1
2397,2960,2428807,6,s1/t1
2398,2961,2429302,16,s2/t2
2399,2962,2429315,7,s1/t2
2400,2963,2429818,8,s1/t3
2401,2964,2429850,17,s2/t3
2402,2965,2430298,9,s1/t4
2403,2966,2430328,18,s2/t4
2404,2967,2430782,10,s1/t5
2405,2968,2430819,19,s2/t5
2406,2969,2431283,11,s1/t6
2407,2970,2431331,20,s2/t6
2408,2971,2431794,12,s1/t7
2409,2972,2431805,21,s2/t7
2410,2973,2432281,22,s2/t8
2411,2974,2432304,13,s1/t8
2412,2975,2432793,23,s2/t9
2413,2976,2432805,14,s1/t9
2414,2981,2439665,15,s2/t1
2415,2982,2439941,6,s1/t1
2416,2983,2440205,16,s2/t2
2417,2984,2440345,7,s1/t2
2418,2985,2440739,17,s2/t3
2419,2986,2440750,8,s1/t3
2420,2987,2441220,9,s1/t4
2421,2988,2441233,18,s2/t4
2422,2989,2441709,10,s1/t5
2423,2990,2441720,19,s2/t5
2424,2991,2442191,11,s1/t6
2425,2992,2442202,20,s2/t6
2426,2993,2442687,21,s2/t7
2427,2994,2442703,12,s1/t7
2428,2995,2443189,13,s1/t8
2429,2996,2443207,22,s2/t8
2430,2997,2443683,23,s2/t9
2431,2998,2443693,14,s1/t9
2432,3003,2449843,6,s1/t1
2433,3004,2450206,15,s2/t1
2434,3005,2450668,7,s1/t2
2435,3006,2450759,16,s2/t2
2436,3007,2451251,17,s2/t3
2437,3008,2451275,8,s1/t3
2438,3009,2451741,18,s2/t4
2439,3010,2451752,9,s1/t4
2440,3011,2452214,19,s2/t5
2441,3012,2452251,10,s1/t5
2442,3013,2452691,20,s2/t6
2443,3014,2452723,11,s1/t6
2444,3015,2453169,21,s2/t7
2445,3016,2453179,12,s1/t7
2446,3017,2453612,13,s1/t8
2447,3018,2453664,22,s2/t8
2448,3019,2454110,14,s1/t9
2449,3020,2454123,23,s2/t9
2450,3025,2460470,15,s2/t1
2451,3026,2460549,6,s1/t1
2452,3027,2461004,16,s2/t2
2453,3028,2461025,7,s1/t2
2454,3029,2461507,17,s2/t3
2455,3030,2461520,8,s1/t3
2456,3031,2461983,9,s1/t4
2457,3032,2462035,18,s2/t4
2458,3033,2462487,10,s1/t5
2459,3034,2462504,19,s2/t5
2460,3035,2462982,20,s2/t6
2461,3036,2462993,11,s1/t6
2462,3037,2463482,21,s2/t7
2463,3038,2463494,12,s1/t7
2464,3039,2463954,22,s2/t8
2465,3040,2463965,13,s1/t8
2466,3041,2464443,14,s1/t9
2467,3042,2464454,23,s2/t9
2468,3047,2470763,15,s2/t1
2469,3048,2470978,6,s1/t1
2470,3049,2471203,16,s2/t2
2471,3050,2471389,7,s1/t2
2472,3051,2471713,17,s2/t3
2473,3052,2471761,8,s1/t3
2474,3053,2472183,9,s1/t4
2475,3054,2472233,18,s2/t4
2476,3055,2472647,10,s1/t5
2477,3056,2472714,19,s2/t5
2478,3057,2473124,11,s1/t6
2479,3058,2473206,20,s2/t6
2480,3059,2473628,12,s1/t7
2481,3060,2473685,21,s2/t7
2482,3061,2474154,13,s1/t8
2483,3062,2474189,22,s2/t8
2484,3063,2474648,14,s1/t9
2485,3064,2474670,23,s2/t9
2486,3069,2480975,6,s1/t1
2487,3070,2481389,15,s2/t1
2488,3071,2481912,7,s1/t2
2489,3072,2481936,16,s2/t2
2490,3073,2482418,8,s1/t3
2491,3074,2482449,17,s2/t3
2492,3075,2482920,9,s1/t4
2493,3076,2482935,18,s2/t4
2494,3077,2483414,10,s1/t5
2495,3078,2483433,19,s2/t5
2496,3079,2483904,11,s1/t6
2497,3080,2483915,20,s2/t6
2498,3081,2484392,12,s1/t7
2499,3082,2484430,21,s2/t7
2500,3083,2484887,22,s2/t8
2501,3084,2484898,13,s1/t8
2502,3085,2485376,14,s1/t9
2503,3086,2485428,23,s2/t9
2504,3091,2491674,15,s2/t1
2505,3092,2491949,6,s1/t1
2506,3093,2492195,16,s2/t2
2507,3094,2492315,7,s1/t2
2508,3095,2492679,17,s2/t3
2509,3096,2492753,8,s1/t3
2510,3097,2493174,9,s1/t4
2511,3098,2493190,18,s2/t4
2512,3099,2493680,10,s1/t5
2513,3100,2493693,19,s2/t5
2514,3101,2494177,11,s1/t6
2515,3102,2494188,20,s2/t6
2516,3103,2494647,12,s1/t7
2517,3104,2494709,21,s2/t7
2518,3105,2495140,13,s1/t8
2519,3106,2495176,22,s2/t8
2520,3107,2495611,14,s1/t9
2521,3108,2495630,23,s2/t9
2522,3113,2501693,6,s1/t1
2523,3114,2502089,15,s2/t1
2524,3115,2502616,16,s2/t2
2525,3116,2502639,7,s1/t2
2526,3117,2502854,17,s2/t3
2527,3118,2503141,8,s1/t3
2528,3119,2503298,18,s2/t4
2529,3120,2503758,9,s1/t4
2530,3121,2503818,19,s2/t5
2531,3122,2504282,10,s1/t5
2532,3123,2504332,20,s2/t6
2533,3124,2504804,11,s1/t6
2534,3125,2504824,21,s2/t7
2535,3126,2505314,12,s1/t7
2536,3127,2505331,22,s2/t8
2537,3128,2505804,13,s1/t8
2538,3129,2505830,23,s2/t9
2539,3130,2506306,14,s1/t9
2540,3135,2512573,15,s2/t1
2541,3136,2512895,6,s1/t1
2542,3137,2513115,16,s2/t2
2543,3138,2513320,7,s1/t2
2544,3139,2513617,17,s2/t3
2545,3140,2513749,8,s1/t3
2546,3141,2514135,9,s1/t4
2547,3142,2514192,18,s2/t4
2548,3143,2514695,19,s2/t5
2549,3144,2514706,10,s1/t5
2550,3145,2515181,11,s1/t6
2551,3146,2515280,20,s2/t6
2552,3147,2515782,21,s2/t7
2553,3148,2515830,12,s1/t7
2554,3149,2516312,13,s1/t8
2555,3150,2516323,22,s2/t8
2556,3151,2516806,14,s1/t9
2557,3152,2516860,23,s2/t9
2558,3157,2522694,15,s2/t1
2559,3158,2522896,6,s1/t1
2560,3159,2523210,16,s2/t2
2561,3160,2523276,7,s1/t2
2562,3161,2523728,17,s2/t3
2563,3162,2523739,8,s1/t3
2564,3163,2524216,9,s1/t4
2565,3164,2524236,18,s2/t4
2566,3165,2525073,10,s1/t5
2567,3166,2525177,19,s2/t5
2568,3167,2525630,11,s1/t6
2569,3168,2525667,20,s2/t6
2570,3169,2526100,12,s1/t7
2571,3170,2526151,21,s2/t7
2572,3171,2526585,22,s2/t8
2573,3172,2526604,13,s1/t8
2574,3173,2527030,23,s2/t9
2575,3174,2527062,14,s1/t9
2576,3179,2533145,15,s2/t1
2577,3180,2533436,6,s1/t1
2578,3181,2533657,7,s1/t2
2579,3182,2533681,16,s2/t2
2580,3183,2533933,8,s1/t3
2581,3184,2534179,17,s2/t3
2582,3185,2534470,9,s1/t4
2583,3186,2534753,18,s2/t4
2584,3187,2535020,10,s1/t5
2585,3188,2535292,19,s2/t5
2586,3189,2535652,11,s1/t6
2587,3190,2535844,20,s2/t6
2588,3191,2536083,12,s1/t7
2589,3192,2536402,21,s2/t7
2590,3193,2536612,13,s1/t8
2591,3194,2536980,22,s2/t8
2592,3195,2537130,14,s1/t9
2593,3196,2537498,23,s2/t9
2594,3201,2543775,6,s1/t1
2595,3202,2543998,15,s2/t1
2596,3203,2544387,7,s1/t2
2597,3204,2544495,16,s2/t2
2598,3205,2544956,8,s1/t3
2599,3206,2545015,17,s2/t3
2600,3207,2545480,9,s1/t4
2601,3208,2545541,18,s2/t4
2602,3209,2546022,10,s1/t5
2603,3210,2546036,19,s2/t5
2604,3211,2546500,11,s1/t6
2605,3212,2546526,20,s2/t6
2606,3213,2546981,12,s1/t7
2607,3214,2547038,21,s2/t7
2608,3215,2547465,22,s2/t8
2609,3216,2547476,13,s1/t8
2610,3217,2547933,23,s2/t9
2611,3218,2547951,14,s1/t9
2612,3223,2553738,15,s2/t1
2613,3224,2554269,16,s2/t2
2614,3225,2554430,6,s1/t1
2615,3226,2554789,17,s2/t3
2616,3227,2554824,7,s1/t2
2617,3228,2555271,8,s1/t3
2618,3229,2555309,18,s2/t4
2619,3230,2555771,9,s1/t4
2620,3231,2555841,19,s2/t5
2621,3232,2556310,10,s1/t5
2622,3233,2556338,20,s2/t6
2623,3234,2556805,11,s1/t6
2624,3235,2556838,21,s2/t7
2625,3236,2557305,12,s1/t7
2626,3237,2557346,22,s2/t8
2627,3238,2557805,13,s1/t8
2628,3239,2557815,23,s2/t9
2629,3240,2558316,14,s1/t9
2630,3245,2564809,6,s1/t1
2631,3246,2564957,15,s2/t1
2632,3247,2565349,7,s1/t2
2633,3248,2565463,16,s2/t2
2634,3249,2565876,8,s1/t3
2635,3250,2565982,17,s2/t3
2636,3251,2566384,9,s1/t4
2637,3252,2566499,18,s2/t4
2638,3253,2566989,19,s2/t5
2639,3254,2567000,10,s1/t5
2640,3255,2567525,11,s1/t6
2641,3256,2567535,20,s2/t6
2642,3257,2568562,21,s2/t7
2643,3258,2568583,12,s1/t7
2644,3259,2569062,13,s1/t8
2645,3260,2569130,22,s2/t8
2646,3261,2569585,14,s1/t9
2647,3262,2569596,23,s2/t9
2648,3267,2575617,6,s1/t1
2649,3268,2576112,15,s2/t1
2650,3269,2576560,7,s1/t2
2651,3270,2576660,16,s2/t2
2652,3271,2577101,8,s1/t3
2653,3272,2577168,17,s2/t3
2654,3273,2577612,9,s1/t4
2655,3274,2577715,18,s2/t4
2656,3275,2578195,19,s2/t5
2657,3276,2578223,10,s1/t5
2658,3277,2578724,20,s2/t6
2659,3278,2578735,11,s1/t6
2660,3279,2579233,21,s2/t7
2661,3280,2579244,12,s1/t7
2662,3281,2579722,13,s1/t8
2663,3282,2579745,22,s2/t8
2664,3283,2580224,14,s1/t9
2665,3284,2580276,23,s2/t9
2666,3289,2586347,6,s1/t1
2667,3290,2586592,15,s2/t1
2668,3291,2587041,7,s1/t2
2669,3292,2587082,16,s2/t2
2670,3293,2587594,8,s1/t3
2671,3294,2587629,17,s2/t3
2672,3295,2588080,9,s1/t4
2673,3296,2588125,18,s2/t4
2674,3297,2588605,10,s1/t5
2675,3298,2588653,19,s2/t5
2676,3299,2589144,11,s1/t6
2677,3300,2589154,20,s2/t6
2678,3301,2589652,21,s2/t7
2679,3302,2589663,12,s1/t7
2680,3303,2590156,22,s2/t8
2681,3304,2590167,13,s1/t8
2682,3305,2590622,23,s2/t9
2683,3306,2590641,14,s1/t9
2684,3311,2597049,6,s1/t1
2685,3312,2597089,15,s2/t1
2686,3313,2597542,7,s1/t2
2687,3314,2597558,16,s2/t2
2688,3315,2598036,8,s1/t3
2689,3316,2598068,17,s2/t3
2690,3317,2598503,9,s1/t4
2691,3318,2598557,18,s2/t4
2692,3319,2598995,10,s1/t5
2693,3320,2599025,19,s2/t5
2694,3321,2599463,11,s1/t6
2695,3322,2599529,20,s2/t6
2696,3323,2599951,12,s1/t7
2697,3324,2599982,21,s2/t7
2698,3325,2600431,22,s2/t8
2699,3326,2600442,13,s1/t8
2700,3327,2600911,14,s1/t9
2701,3328,2600944,23,s2/t9
2702,3336,2822850,6,s1/t1
2703,3337,2823017,15,s2/t1
2704,3338,2823443,7,s1/t2
2705,3339,2823520,16,s2/t2
2706,3340,2823939,8,s1/t3
2707,3341,2824011,17,s2/t3
2708,3342,2824454,9,s1/t4
2709,3343,2824483,18,s2/t4
2710,3344,2824957,10,s1/t5
2711,3345,2824996,19,s2/t5
2712,3346,2825460,20,s2/t6
2713,3347,2825472,11,s1/t6
2714,3348,2825937,12,s1/t7
2715,3349,2825965,21,s2/t7
2716,3350,2826408,13,s1/t8
2717,3351,2826451,22,s2/t8
2718,3352,2826891,14,s1/t9
2719,3353,2826951,23,s2/t9
2720,3358,2832715,15,s2/t1
2721,3359,2832832,6,s1/t1
2722,3360,2833239,7,s1/t2
2723,3361,2833263,16,s2/t2
2724,3362,2833688,8,s1/t3
2725,3363,2833741,17,s2/t3
2726,3364,2834154,9,s1/t4
2727,3365,2834201,18,s2/t4
2728,3366,2834618,19,s2/t5
2729,3367,2834629,10,s1/t5
2730,3368,2835072,20,s2/t6
2731,3369,2835089,11,s1/t6
2732,3370,2835541,12,s1/t7
2733,3371,2835552,21,s2/t7
2734,3372,2835997,13,s1/t8
2735,3373,2836052,22,s2/t8
2736,3374,2836419,14,s1/t9
2737,3375,2836495,23,s2/t9
2738,3380,2842837,6,s1/t1
2739,3381,2843288,15,s2/t1
2740,3382,2843794,7,s1/t2
2741,3383,2843820,16,s2/t2
2742,3384,2844297,8,s1/t3
2743,3385,2844313,17,s2/t3
2744,3386,2844785,9,s1/t4
2745,3387,2844805,18,s2/t4
2746,3388,2845277,19,s2/t5
2747,3389,2845306,10,s1/t5
2748,3390,2845739,11,s1/t6
2749,3391,2845757,20,s2/t6
2750,3392,2846195,12,s1/t7
2751,3393,2846263,21,s2/t7
2752,3394,2846633,13,s1/t8
2753,3395,2846748,22,s2/t8
2754,3396,2847165,14,s1/t9
2755,3397,2847199,23,s2/t9
2756,3402,2853119,15,s2/t1
2757,3403,2853137,6,s1/t1
2758,3404,2853584,7,s1/t2
2759,3405,2853633,16,s2/t2
2760,3406,2854052,8,s1/t3
2761,3407,2854085,17,s2/t3
2762,3408,2854509,9,s1/t4
2763,3409,2854563,18,s2/t4
2764,3410,2855011,10,s1/t5
2765,3411,2855041,19,s2/t5
2766,3412,2855460,11,s1/t6
2767,3413,2855486,20,s2/t6
2768,3414,2855917,12,s1/t7
2769,3415,2855965,21,s2/t7
2770,3416,2856354,13,s1/t8
2771,3417,2856416,22,s2/t8
2772,3418,2856813,14,s1/t9
2773,3419,2856917,23,s2/t9
2774,3424,2862680,6,s1/t1
2775,3425,2863019,15,s2/t1
2776,3426,2863497,7,s1/t2
2777,3427,2863545,16,s2/t2
2778,3428,2864013,8,s1/t3
2779,3429,2864048,17,s2/t3
2780,3430,2864520,9,s1/t4
2781,3431,2864542,18,s2/t4
2782,3432,2865005,10,s1/t5
2783,3433,2865017,19,s2/t5
2784,3434,2865465,11,s1/t6
2785,3435,2865515,20,s2/t6
2786,3436,2865939,12,s1/t7
2787,3437,2865987,21,s2/t7
2788,3438,2866408,13,s1/t8
2789,3439,2866471,22,s2/t8
2790,3440,2866871,14,s1/t9
2791,3441,2866911,23,s2/t9
2792,3446,2872629,6,s1/t1
2793,3447,2872895,15,s2/t1
2794,3448,2873349,7,s1/t2
2795,3449,2873365,16,s2/t2
2796,3450,2873847,8,s1/t3
2797,3451,2873858,17,s2/t3
2798,3452,2874329,18,s2/t4
2799,3453,2874364,9,s1/t4
2800,3454,2874808,19,s2/t5
2801,3455,2874829,10,s1/t5
2802,3456,2875265,20,s2/t6
2803,3457,2875293,11,s1/t6
2804,3458,2875740,21,s2/t7
2805,3459,2875751,12,s1/t7
2806,3460,2876206,22,s2/t8
2807,3461,2876218,13,s1/t8
2808,3462,2876666,23,s2/t9
2809,3463,2876677,14,s1/t9
2810,3468,2883357,6,s1/t1
2811,3469,2883739,15,s2/t1
2812,3470,2884186,7,s1/t2
2813,3471,2884211,16,s2/t2
2814,3472,2884679,8,s1/t3
2815,3473,2884690,17,s2/t3
2816,3474,2885163,18,s2/t4
2817,3475,2885179,9,s1/t4
2818,3476,2885630,10,s1/t5
2819,3477,2885641,19,s2/t5
2820,3478,2886081,11,s1/t6
2821,3479,2886105,20,s2/t6
2822,3480,2886570,21,s2/t7
2823,3481,2886581,12,s1/t7
2824,3482,2887027,13,s1/t8
2825,3483,2887045,22,s2/t8
2826,3484,2887473,23,s2/t9
2827,3485,2887514,14,s1/t9
2828,3490,2893405,15,s2/t1
2829,3491,2893687,6,s1/t1
2830,3492,2893933,16,s2/t2
2831,3493,2894062,7,s1/t2
2832,3494,2894422,8,s1/t3
2833,3495,2894456,17,s2/t3
2834,3496,2894899,9,s1/t4
2835,3497,2894928,18,s2/t4
2836,3498,2895385,10,s1/t5
2837,3499,2895430,19,s2/t5
2838,3500,2895866,11,s1/t6
2839,3501,2895882,20,s2/t6
2840,3502,2896336,12,s1/t7
2841,3503,2896354,21,s2/t7
2842,3504,2896782,13,s1/t8
2843,3505,2896821,22,s2/t8
2844,3506,2897243,14,s1/t9
2845,3507,2897274,23,s2/t9
2846,3512,2903166,6,s1/t1
2847,3513,2903590,15,s2/t1
2848,3514,2904075,7,s1/t2
2849,3515,2904114,16,s2/t2
2850,3516,2904567,8,s1/t3
2851,3517,2904608,17,s2/t3
2852,3518,2905075,9,s1/t4
2853,3519,2905119,18,s2/t4
2854,3520,2905539,10,s1/t5
2855,3521,2905603,19,s2/t5
2856,3522,2906044,11,s1/t6
2857,3523,2906079,20,s2/t6
2858,3524,2906506,12,s1/t7
2859,3525,2906571,21,s2/t7
2860,3526,2907009,13,s1/t8
2861,3527,2907026,22,s2/t8
2862,3528,2907499,14,s1/t9
2863,3529,2907563,23,s2/t9
2864,3534,2913666,6,s1/t1
2865,3535,2914140,15,s2/t1
2866,3536,2914582,7,s1/t2
2867,3537,2914627,16,s2/t2
2868,3538,2915083,8,s1/t3
2869,3539,2915129,17,s2/t3
2870,3540,2915602,18,s2/t4
2871,3541,2915613,9,s1/t4
2872,3542,2916103,19,s2/t5
2873,3543,2916114,10,s1/t5
2874,3544,2916568,20,s2/t6
2875,3545,2916578,11,s1/t6
2876,3546,2917000,21,s2/t7
2877,3547,2917041,12,s1/t7
2878,3548,2917486,13,s1/t8
2879,3549,2917497,22,s2/t8
2880,3550,2917941,23,s2/t9
2881,3551,2917975,14,s1/t9
2882,3556,2923610,15,s2/t1
2883,3557,2923913,6,s1/t1
2884,3558,2924183,16,s2/t2
2885,3559,2924269,7,s1/t2
2886,3560,2924697,8,s1/t3
